datetime,test case,p,mesh family,fine m,solvers m,coarse m,solver,random rhs,solution warmup steps,solution measurement steps,solution repetitions,exception,residual norm,metadata,setup metadata,solve times,matrix and DOF map copy times,matrix permute times,solver setup times,rhs copy and permute times,solution permute and copy times
2025-12-11T12:54:43.517307+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S12,S12,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,,2.582976027405759e-11,"{'iterations': 31, 'residual norms': [5.773825599323733, 4.6003001949840066, 0.060909797946811575, 0.010401897870983726, 0.0023094620463348045, 0.001040657343400437, 0.0007999974238877873, 0.0003250535543968503, 0.00013467861739845495, 7.577066009270561e-05, 4.527598636128793e-05, 2.2618705194021327e-05, 1.0962453142271156e-05, 4.603780905160979e-06, 2.2958978382720173e-06, 1.3496989376418157e-06, 7.163097884957736e-07, 3.252364424845897e-07, 1.548630178817603e-07, 7.863399521664531e-08, 4.122786953976744e-08, 2.2294157249554724e-08, 1.1079139396138022e-08, 5.161523021495607e-09, 2.5471544302261536e-09, 1.4095477565746636e-09, 7.33876606384182e-10, 3.606521614953847e-10, 1.7129434965105177e-10, 8.74358342327311e-11, 4.6230446446869744e-11, 2.505353203788768e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[5256.57275390625, 5249.9619140625, 5254.513671875, 5250.1689453125, 5250.76123046875, 5249.77294921875, 5255.94287109375, 5251.11767578125, 5255.087890625, 5251.232421875]",[2060.01171875],[3559.345703125],[58349.171875],[670.3599243164062],[117.07430267333984]
2025-12-11T12:55:01.480717+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C10,C10,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,"CUDA out of memory. Tried to allocate 36.00 GiB. GPU 0 has a total capacity of 79.25 GiB of which 25.70 GiB is free. Process 2868647 has 53.54 GiB memory in use. Of the allocated memory 51.41 GiB is allocated by PyTorch, and 1.10 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,,,,,,
2025-12-11T12:55:17.004585+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C10,C10,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,"CUDA out of memory. Tried to allocate 72.00 GiB. GPU 0 has a total capacity of 79.25 GiB of which 61.52 GiB is free. Process 2868647 has 17.72 GiB memory in use. Of the allocated memory 15.42 GiB is allocated by PyTorch, and 1.09 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,,,,,,
2025-12-11T12:56:14.685862+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C11,C10,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,,2.234056340844579e-11,"{'iterations': 94, 'residual norms': [0.027077948860412045, 6.8144186808238345, 8.226388804265179, 6.417848082417413, 1.903462388400853, 1.0008004262076968, 0.40780748652500004, 0.14001433843268782, 0.06632531134510182, 0.03814449679668072, 0.03253235514701647, 0.039491996370562686, 0.03965342899658104, 0.025309194390953856, 0.015139569533749122, 0.02096484703837949, 0.014607888968019171, 0.007157200036331735, 0.004095475113986493, 0.004043941252440252, 0.005070303664829974, 0.0019549085698627408, 0.0018555387425014135, 0.002575724106607905, 0.0014779196775504867, 0.0005504784779983492, 0.0004250044368183319, 0.0003784209350147096, 0.00039867932800410335, 0.00032427374548275694, 0.00019757792261307307, 0.00016219837046545034, 0.00018293798973562791, 0.00012124025501672029, 9.141300714778804e-05, 4.524491178926589e-05, 2.9524380494529317e-05, 3.0961615322684106e-05, 3.406826355840392e-05, 2.7226330515291588e-05, 1.589638772040433e-05, 1.5298856765850097e-05, 7.882641958632965e-06, 8.55473812750215e-06, 5.699360895879188e-06, 3.521141784382754e-06, 2.7131144284489433e-06, 2.6412798728787898e-06, 2.439705456513456e-06, 1.7557910018255887e-06, 1.5622440942750404e-06, 1.2203824729387166e-06, 7.715909332083956e-07, 5.926146045205001e-07, 3.8502430110788534e-07, 2.8567688904744506e-07, 2.763591737883144e-07, 2.1029808809769924e-07, 2.094050306364649e-07, 1.6225376056469174e-07, 1.0967182039782382e-07, 8.666997456382783e-08, 8.933175284736257e-08, 4.6576844811399076e-08, 3.048282367083707e-08, 2.5241248768731846e-08, 1.944421278919051e-08, 1.7044807494148886e-08, 1.9295812704853526e-08, 1.2007430118779158e-08, 8.933769044243661e-09, 7.19653707535301e-09, 6.1035348685212665e-09, 3.6408608821530858e-09, 2.2516432785292224e-09, 2.268121449101086e-09, 1.771688355386241e-09, 1.5571545339083007e-09, 1.1808709887897321e-09, 9.689506461549937e-10, 8.967859867172344e-10, 6.907964836658333e-10, 4.539348388263298e-10, 3.2625474711277586e-10, 2.0376386837769717e-10, 1.7344009998100812e-10, 1.6170979082855688e-10, 1.5017675201452922e-10, 9.647785407920503e-11, 8.327641001095928e-11, 7.320002462198537e-11, 5.424825291064893e-11, 3.614347634119475e-11, 3.134084873431419e-11, 1.9761252039219906e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[2644.919677734375, 2533.68896484375, 2534.78759765625, 2533.101806640625, 2537.084228515625, 2533.546630859375, 2534.425537109375, 2534.62158203125, 2535.52978515625, 2536.403564453125]",[1044.98486328125],[3574.483642578125],[3751.93603515625],[426.9615478515625],[375.60845947265625]
2025-12-11T12:56:32.003980+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C11,C10,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,"CUDA out of memory. Tried to allocate 18.00 GiB. GPU 0 has a total capacity of 79.25 GiB of which 6.77 GiB is free. Process 2868647 has 72.47 GiB memory in use. Of the allocated memory 70.59 GiB is allocated by PyTorch, and 687.11 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,,,,,,
2025-12-11T12:58:22.103357+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C12,C10,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,,2.5340587363858194e-11,"{'iterations': 102, 'residual norms': [0.027077948860412045, 6.814354472984595, 7.0980707811021, 6.427895041250141, 6.068551090245892, 5.204480909607782, 2.1481294940115867, 0.7961874896805226, 0.26638112056051655, 0.14816534237937384, 0.06940183692092479, 0.028121376394634894, 0.02387419809928566, 0.024765559921456293, 0.031935194658143644, 0.019141001628933386, 0.01497099524231759, 0.014020096628813544, 0.01370422806920912, 0.00906828142085122, 0.004673776479197449, 0.0027836392593044903, 0.0034344883869341356, 0.001966505918909878, 0.00105851839013473, 0.0011880286878733007, 0.0015117322595251113, 0.0008456123340654709, 0.0009870499327900603, 0.000806338403562942, 0.00024066246096943517, 0.00016858646919222324, 0.00016456054318056602, 0.00011851868219495491, 9.984153672943662e-05, 7.339042455298608e-05, 8.142095521426645e-05, 6.262847370460993e-05, 5.140547482605658e-05, 5.453911070103908e-05, 3.722636645263793e-05, 3.312275799335313e-05, 1.7900390351796806e-05, 1.1097864680505972e-05, 6.792398288321998e-06, 5.992151819843357e-06, 4.938323749002894e-06, 4.90190195958259e-06, 3.874929898060881e-06, 3.899382907209582e-06, 2.9716208481723287e-06, 2.3233311057937164e-06, 2.2119007135356906e-06, 1.6032965346278446e-06, 1.0667598385615751e-06, 7.22071038801212e-07, 4.7299119768941616e-07, 3.179521265436958e-07, 2.902071248111291e-07, 2.655896500071637e-07, 2.469225968256373e-07, 2.191457942953283e-07, 1.682029895507808e-07, 1.481522433461796e-07, 1.0477456486018983e-07, 7.925986353245022e-08, 7.098416052040347e-08, 5.121077022170719e-08, 3.78491113307253e-08, 2.7880041354164608e-08, 2.1449669244522756e-08, 2.195917662648055e-08, 1.776802753372763e-08, 1.4664289349636109e-08, 1.0734473995034624e-08, 7.860730317271192e-09, 5.608067633055251e-09, 5.412093169986288e-09, 4.424714525951309e-09, 3.5173541072482348e-09, 3.243045937748143e-09, 2.4301082057053073e-09, 2.0490772864671855e-09, 1.6926569453313257e-09, 1.1960094532833697e-09, 1.0710013071905333e-09, 7.928053104692431e-10, 5.835720924214135e-10, 5.151623533335816e-10, 3.3838842583788973e-10, 3.4209506094867846e-10, 2.558317341515012e-10, 2.1074721627528327e-10, 1.6239768025186898e-10, 1.37082022462343e-10, 1.1947927255512683e-10, 8.155170976547829e-11, 7.536637054103231e-11, 6.477423149615381e-11, 5.1662365547088366e-11, 3.830742113219334e-11, 3.384579969140843e-11, 2.293922046142184e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[2639.166015625, 2517.7275390625, 2517.53662109375, 2517.2373046875, 2517.963134765625, 2517.82666015625, 2517.634765625, 2518.31884765625, 2518.540771484375, 2517.600341796875]",[1284.541748046875],[3578.809814453125],[3467.02734375],[704.7127075195312],[422.552001953125]
2025-12-11T12:59:11.584444+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C12,C10,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,,1.987936299688522e-11,"{'iterations': 74, 'residual norms': [6.81422278449647, 7.085121149652057, 6.385633070910753, 5.265887306197001, 5.588155490012786, 1.2517488463003201, 0.7579996395530865, 0.22662036094307123, 0.13058823501724587, 0.03699902836691145, 0.031604096565241775, 0.03465105165035929, 0.025720328590912573, 0.0196109002547525, 0.013633392700728417, 0.011828513611334801, 0.007915753168566991, 0.004287619407543443, 0.001225443717130343, 0.0012008934122844945, 0.0005577065128156115, 0.0002308087911653688, 0.0002302340432949598, 0.00011676250197784871, 3.652536969527327e-05, 3.7633666467388056e-05, 4.09975194632046e-05, 4.1640402731939405e-05, 2.350478704666024e-05, 1.773853678501696e-05, 7.750995610156876e-06, 3.920905276386038e-06, 2.4732557086677287e-06, 2.1911193358241622e-06, 2.1508373540379102e-06, 1.4257336284215105e-06, 9.59257527692424e-07, 6.223734218860594e-07, 4.878541850336735e-07, 5.350466831435073e-07, 3.11547336107778e-07, 2.486457980441665e-07, 1.6292358027570493e-07, 1.220558583245422e-07, 8.1496972534142e-08, 7.159131829349653e-08, 5.8832032308552335e-08, 4.1076397476079084e-08, 3.807789431616718e-08, 2.9523666827299736e-08, 2.0558456337859275e-08, 1.5799070578332177e-08, 1.1814184794095314e-08, 9.043708989902642e-09, 7.712351468471048e-09, 5.614517010987064e-09, 3.7844870585287325e-09, 2.8950115409975944e-09, 2.6951709391589368e-09, 1.6424525821740984e-09, 1.19996210634667e-09, 1.0536762554657486e-09, 7.12587583397675e-10, 5.671684494993721e-10, 3.9219145878064816e-10, 2.601205712211497e-10, 2.011164842501739e-10, 1.6025938267595873e-10, 1.1525977256170423e-10, 8.76973183679343e-11, 7.136895246006269e-11, 5.108168492194846e-11, 3.198024549445608e-11, 2.7518542750295087e-11, 1.758289677923973e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[2044.701416015625, 1934.892578125, 1931.3472900390625, 1930.650634765625, 1930.5699462890625, 1931.3643798828125, 1930.46533203125, 1933.429443359375, 1930.7249755859375, 1931.8016357421875]",[1491.7640380859375],[3604.859619140625],[5729.24267578125],[655.3709106445312],[411.20648193359375]
2025-12-11T13:00:07.160657+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C11,C11,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,,2.5973330665283206e-11,"{'iterations': 66, 'residual norms': [0.027077948860412045, 9.636880983899685, 7.315290165288143, 3.0047577736108417, 0.7831365640215715, 0.1834622809332393, 0.06594155742392137, 0.020261102815924754, 0.024531833007972955, 0.021169501461345646, 0.016740037228647076, 0.007020980698925689, 0.00341825885537666, 0.003621309180096362, 0.004048054080771876, 0.0013612247748382665, 0.0006978417842858932, 0.0006582160474979159, 0.0005003579057894869, 0.00045029243934689977, 0.00025896070112983347, 0.000130479758440062, 8.47353353765615e-05, 7.993716011284097e-05, 5.0665637982328415e-05, 5.448725134993089e-05, 1.645342515696132e-05, 1.125397437079564e-05, 1.0950022510523134e-05, 7.737341535129426e-06, 5.887489843597059e-06, 4.235099209863644e-06, 2.0702509687811595e-06, 1.7462263462538117e-06, 1.3969312987922512e-06, 1.0312456855204592e-06, 6.789619463019531e-07, 4.502131458256061e-07, 3.5399088710216133e-07, 2.5438881313822024e-07, 1.9320954718496629e-07, 1.1933361050574491e-07, 7.469157754811426e-08, 5.306096517246292e-08, 5.137043035719824e-08, 3.718596257135698e-08, 2.1223726218770205e-08, 1.407161700993194e-08, 1.0166781480829594e-08, 6.710032353059474e-09, 5.878987386935774e-09, 4.567439568952342e-09, 2.4929777730003975e-09, 1.4628049005489146e-09, 1.4400849099615311e-09, 1.0282429991824005e-09, 6.143410581399544e-10, 4.0560675986244746e-10, 3.113776927391337e-10, 2.424794022493445e-10, 1.9161105921207e-10, 1.2554612056223123e-10, 8.099773141832955e-11, 4.725000049716371e-11, 4.172459701691294e-11, 3.193605046439705e-11, 2.4411449077102034e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[3143.779296875, 3032.543701171875, 3029.775390625, 3029.834228515625, 3029.727294921875, 3027.981689453125, 3030.38330078125, 3038.388916015625, 3029.227294921875, 3028.644287109375]",[1040.6376953125],[3582.13330078125],[7780.10986328125],[459.328125],[379.3739013671875]
2025-12-11T13:00:29.455588+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C11,C11,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,"CUDA out of memory. Tried to allocate 18.00 GiB. GPU 0 has a total capacity of 79.25 GiB of which 4.36 GiB is free. Process 2868647 has 74.88 GiB memory in use. Of the allocated memory 71.07 GiB is allocated by PyTorch, and 579.22 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,,,,,,
2025-12-11T13:01:31.067123+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C12,C11,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,,2.4378525477135063e-11,"{'iterations': 65, 'residual norms': [0.027077948860412045, 9.63686373319107, 8.841189641701353, 4.805607379589839, 2.487956121105054, 0.4073571462378466, 0.31165142037141125, 0.04130305846321355, 0.017147749534333522, 0.022552788693981803, 0.02498493632097637, 0.007291069565652009, 0.003205864315503784, 0.003929185084066111, 0.002099191681398512, 0.001769720756625003, 0.00114945232071041, 0.0008621063734392803, 0.00045474012635454263, 0.0002711790806300717, 0.00025241248808880156, 0.00018405223709992393, 0.00013753024949864906, 9.428711413916427e-05, 5.084291857284981e-05, 3.047353201677729e-05, 2.6356600647907107e-05, 2.013625906152636e-05, 1.726495732202888e-05, 9.106930996009735e-06, 6.162345938358966e-06, 4.826986097880808e-06, 2.5657872614737285e-06, 1.7262418844426319e-06, 1.6751473116612952e-06, 1.1390137700450825e-06, 8.090949420062699e-07, 3.83473862535559e-07, 2.7170211276606334e-07, 2.170377449344975e-07, 1.4628007742676426e-07, 1.3118083674623928e-07, 8.721249091417523e-08, 5.176778141872557e-08, 3.257940939980217e-08, 2.4951437021756008e-08, 1.7234848345744863e-08, 1.3880529630836576e-08, 9.603401077060057e-09, 7.25199847048881e-09, 4.964774146493673e-09, 2.7846876619372232e-09, 1.919338861666366e-09, 1.7358150533495589e-09, 1.123135763999589e-09, 7.925099106390777e-10, 5.182167998832769e-10, 3.9799097010428583e-10, 2.8944297839463416e-10, 2.1415332898210962e-10, 1.2024898287458852e-10, 9.817464061797575e-11, 6.478181610940922e-11, 4.367340904622507e-11, 3.5973890329753796e-11, 2.2740305225189093e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[2938.252685546875, 2824.096923828125, 2827.239501953125, 2823.550537109375, 2824.219482421875, 2822.795654296875, 2823.9990234375, 2824.633544921875, 2825.771484375, 2826.811279296875]",[1420.5484619140625],[3624.690673828125],[7658.6064453125],[623.9705200195312],[204.08486938476562]
2025-12-11T13:02:25.120339+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C12,C11,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,,1.9765836153764953e-11,"{'iterations': 43, 'residual norms': [9.636772434975649, 8.83031559952761, 4.770000226372074, 2.2932541684597854, 0.36342622630200805, 0.10062915747599178, 0.029649316799178288, 0.03223115073109313, 0.010266979013610499, 0.0020586715318849738, 0.0013543797857389474, 0.0006232238686683743, 0.000490914894056075, 0.0002571896392636325, 0.00021503941068426257, 9.771386567218971e-05, 4.574865632309329e-05, 2.0394451242889922e-05, 9.168516660156824e-06, 4.76073601019248e-06, 3.1489208924572623e-06, 2.288034635932791e-06, 1.616453158247966e-06, 5.044441420933451e-07, 3.107146583786445e-07, 1.51154613276685e-07, 1.0664329260950479e-07, 5.803963233059103e-08, 3.515550373835246e-08, 1.9467668068873827e-08, 1.0977551234967692e-08, 8.767461812025476e-09, 4.8926053032743716e-09, 3.1013470992310307e-09, 1.7467056312303187e-09, 1.0191572048666737e-09, 6.598285837853784e-10, 3.822328002089962e-10, 2.5537362252633167e-10, 1.2990229534285607e-10, 9.220232555174241e-11, 5.106935808919986e-11, 2.7931042969879787e-11, 1.8357240956574658e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[1897.1248779296875, 1815.79296875, 1825.8909912109375, 1814.868408203125, 1815.2611083984375, 1817.3477783203125, 1815.8182373046875, 1815.9462890625, 1814.9857177734375, 1816.3394775390625]",[1419.1646728515625],[3615.960205078125],[9810.4833984375],[489.55712890625],[363.67193603515625]
2025-12-11T13:04:16.391404+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C12,C12,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,,2.2813376000268954e-11,"{'iterations': 48, 'residual norms': [0.027077948860412045, 13.627587299460751, 6.237439929211442, 3.0466251701721356, 0.6475305063272748, 0.061770205282623634, 0.01610666868129059, 0.0070917869664615255, 0.0048285646260900665, 0.00648541683576231, 0.0021991543104642026, 0.0008680834466582182, 0.000630677329084728, 0.00036337186688974095, 0.0002548601850886316, 0.00018041288286940082, 0.0001015253374428507, 5.513745859551194e-05, 3.4530660838730413e-05, 1.816235234040049e-05, 1.3419212726838384e-05, 1.0559353638311072e-05, 4.5318187694112415e-06, 3.5254640512773322e-06, 1.8771441431295553e-06, 9.842612978220899e-07, 8.104622963745213e-07, 5.483686460343239e-07, 2.674475208786482e-07, 1.6720957293948245e-07, 1.2118266317116374e-07, 6.711975651297035e-08, 3.7683323396440266e-08, 3.065134372508738e-08, 1.5317808653220685e-08, 1.003937435043541e-08, 6.923272210467322e-09, 3.311023766924979e-09, 2.1728049249205056e-09, 1.6748511000312372e-09, 9.4265017547862e-10, 5.242354457885314e-10, 3.8995021125444637e-10, 1.948153785504388e-10, 1.3394005476782042e-10, 9.37152537164301e-11, 6.09413479945247e-11, 3.051358863184786e-11, 2.148062586366874e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[5692.26025390625, 5591.00048828125, 5582.10546875, 5583.10302734375, 5578.71337890625, 5584.5390625, 5583.10888671875, 5584.1796875, 5585.74560546875, 5584.458984375]",[1234.2589111328125],[3616.262939453125],[26275.8671875],[419.287841796875],[357.4681091308594]
2025-12-11T13:05:42.418820+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,C12,C12,"CG(HybridSchwarz(torch.float64, Inv(torch.float16), CUDSS), bsr_matmul=True)",False,0,1,10,,2.1067373354919303e-11,"{'iterations': 27, 'residual norms': [13.628454160435275, 6.232663758390305, 3.0385738824608284, 0.04178690169849865, 0.01049932148956883, 0.0038247563915565033, 0.0027458449807897037, 0.0012722012111395862, 0.0004117726905696354, 0.00015061062580085354, 4.9617478317625155e-05, 2.04852883573079e-05, 1.0447795864351742e-05, 3.5558637001034983e-06, 1.3053348429090673e-06, 5.170229892562979e-07, 3.172040140753794e-07, 9.220676275406105e-08, 4.6201308086068556e-08, 1.7462555643572165e-08, 7.751274078972304e-09, 3.062843368934303e-09, 1.3983669720996418e-09, 6.72329054692572e-10, 2.2554032438793309e-10, 1.1336675123080365e-10, 3.6295173970202976e-11, 2.019719620527646e-11], 'preconditioner metadata': [{}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}, {}]}",,"[2865.72509765625, 2844.593994140625, 2839.4775390625, 2842.89501953125, 2840.2294921875, 2839.119384765625, 2840.796142578125, 2840.224853515625, 2839.995849609375, 2840.32470703125]",[1173.90234375],[3603.79443359375],[28607.306640625],[497.2635803222656],[393.5350341796875]
2025-12-11T13:05:52.122779+00:00,continuous coefficient 2D,1,"uniform(2D,12)",S12,S10,C10,"CG(AdditiveSchwarz(torch.float32, Inv(torch.float16), CUDSS, const_dofs_per_coarse=False), bsr_matmul=True)",False,0,1,10,"CUDA out of memory. Tried to allocate 18.00 GiB. GPU 0 has a total capacity of 79.25 GiB of which 7.32 GiB is free. Process 2868647 has 71.92 GiB memory in use. Of the allocated memory 70.42 GiB is allocated by PyTorch, and 477.09 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_CUDA_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)",,,,,,,,,
